time,pmt_high_voltage,pmt_current,v_p2p_ch1,v_rms_ch1,v_p2p_ch2,v_rms_ch2
1742900092.6860087,1860.1,244.385,0.3359999955,0.0471429452,0.0860000029,0.0206930488
1742900096.160589,1865.1,245.125,0.1560000032,0.0260794815,0.1640000194,0.0409666412
1742900099.6703117,1870.0,245.895,0.1240000054,0.0147985639,0.1740000099,0.0176187456
1742900103.6258569,1875.0,246.635,0.3799999952,0.0514347963,0.1000000015,0.0307396203
1742900107.3735893,1880.1,247.425,0.30400002,0.0259134956,0.1199999973,0.0311805531
1742900111.2642815,1885.0,248.19,0.15200001,0.0264348071,0.3360000253,0.0199773125
1742900114.5562787,1890.0,248.95,0.1760000139,0.031204192,0.5519999862,0.0198648237
1742900117.907452,1895.0,249.7,0.1760000139,0.0320720822,0.3400000334,0.021004824
1742900121.7045465,1900.1,250.495,0.2440000176,0.0489761792,0.0800000057,0.0599655621
1742900125.3113747,1905.0,251.245,0.2000000179,0.0482741743,0.1840000153,0.0305190198
1742900129.0964484,1910.0,251.995,0.3520000279,0.0586577915,0.088000007,0.0590013973
1742900132.7207134,1915.0,252.765,0.5279999971,0.0685077906,0.1200000122,0.0449724868
1742900136.5618536,1919.9,253.51,0.3600000143,0.0466003083,0.3240000308,0.0882101655
1742900140.20343,1925.0,254.29,0.3920000196,0.0417484976,0.6320000291,0.0737168491
1742900143.6071558,1930.0,255.035,0.5399999619,0.1312109977,0.3920000196,0.0280512869
1742900147.4872599,1935.0,255.805,0.1600000113,0.0326083638,0.3440000117,0.0377650708
1742900151.2974863,1939.9,256.56,0.3120000064,0.0303001944,0.3920000196,0.0478072055
1742900155.3318093,1945.0,257.335,0.1280000061,0.0857398063,0.4960000217,0.0667247176
1742900158.7916079,1950.0,258.095,1.4799998999,0.142819047,0.9199999571,0.081330806
1742900162.6560366,1955.0,258.86,0.3199999928,0.0591564029,0.2480000108,0.0444910116
1742900166.2283497,1960.0,259.605,0.4399999976,0.1211390495,0.8599999547,0.0508259125
1742900169.7852404,1965.0,260.39,0.6800000072,0.1141652018,0.5600000024,0.0751973093
1742900173.4912634,1970.0,261.145,0.7400000095,0.0880533606,0.2240000069,0.0390546992
1742900177.1934326,1975.0,261.915,1.0799999237,0.0523412116,0.2639999986,0.1155596599
1742900181.1668963,1979.9,262.66,0.6960000396,0.2041546404,0.423999995,0.0566370934
1742900184.9643214,1985.0,263.435,0.7599999905,0.1330813915,0.2800000012,0.0716109723
1742900188.6865385,1990.0,264.185,0.2960000038,0.0727271736,0.8599999547,0.0546164177
1742900192.2939534,1995.0,264.955,0.9599999785,0.2032960355,0.6159999967,0.0267770439
1742900195.7775996,1999.9,265.71,1.4400000572,0.1081166044,0.4080000222,0.0495884083
1742900199.488007,2005.0,266.495,1.1399999857,0.0570690483,0.4400000274,0.0258500017
1742900203.0803497,2010.0,267.25,0.5,0.0678274333,0.3240000308,0.0833682641
1742900206.8278456,2015.0,268.005,1.4479999542,0.419176966,1.0,0.2220253199
1742900210.8594034,2020.0,268.765,1.5199999809,0.2474500537,0.9599999785,0.0660220981
1742900214.7720006,2024.9,269.52,1.9999998808,0.5121149421,0.400000006,0.3308330178
